text,intent
eh converti reporte.pdf en texo plano,PDFaTexto
che duplicar la carpeta imagenes/ en backup/,dupdic
porfa extrae el texto de documento.pdf,PDFaTexto
seria bueno si pasar notas.txt a PDF,archivoAaPDF
seria bueno si borra lo que diga dato en notas.txt,sacarLoQueDice
dale sustitui mundo con planeta en notas.txt,reemplazar
che localizar la carpeta imagenes,buscarCarpeta
HACEME EL FAVOR DE GENERAR UN ARCHIVO LLAMADO NOTAS.TXT,crea
quiero pone nuevo resumen donde dice dato dentro de notas.txt,modificaDondeDice
cuando puedas elimina la palabra resumen de notas.txt,sacarLoQueDice
podes podes hacer un archivo diario.txt,crea
che ver todos los archivos .pdf en backup/,listarTipo
porfa mostrame los .pdf que haya en docs/,listarTipo
seria  bueno  si  buscar  imagenes  en  todo  el  disco,buscarCarpeta
necesito pasa informe.docx a docs/,copiar
podes lista los archivos .csv dentro de docs/,listarTipo
seria bueno si quita dato del archivo plan.txt,sacarLoQueDice
quiero podes producir un archivo notas.txt,crea
DALE QUITAR REPORTE.DOCX,eliminARchivo
necesito converti reporte.pdf en texto plano,PDFaTexto
cuando puedas pasar documento.pfd a texto,PDFaTexto
necesito quitar basura.pdf,eliminARchivo
podes cambia hola por nuevo dato dentro de reporte.txt,reemplazar
quiero mostrame los .txt que haya en docs/,listarTipo
che traslada imagenes/ hacia respaldo/,movdic
dale pasa plan.txt dentro de proyectos/,mover
eh reemplaza mundo por nuevo resumen en reporte.txt,reemplazar
cuando puedas borra lo que diga resumen en plan.txt,sacarLoQueDice
che hace texto de reporte.pdf,PDFaTexto
che localiza informe.txt,buscarArchivo
che clonar la carpeta proyectos/ en respaldo/,dupdic
dale pasa notas.txt dentro de proyectos/,mover
eh copiar la carpeta reportes/ en backup/,dupdic
porfa trasladar la carpeta proyectos/ a archivos/,movdic
haceme el favor de pasa informe.pdf a txt,PDFaTexto
che pasa informe.docx a backup/,copiar
dale move imagenes/ dentro de archivos/,movdic
porfa deja datos.csv con el nombre plan_2025.txt,renombrar
necesito cambia la palabra dato por chau en notas.txt,reemplazar
necesito converti documento.pdf en texto plano,PDFaTexto
podes mover plan.txt a backup/,mover
dale cambia la palabra resumen por nuevo dato en reporte.txt,reemplazar
eh saca basura.pdf,eliminARchivo
dale duplicar la carpeta proyectos/ en respaldo/,dupdic
porfa trasladar notas.txt a backup/,mover
encontra documentos,buscarCarpeta
quiero agrega nuevo resumen donde diga dato en notas.txt,modificaDondeDice
eh extrae el texto de documento.pdf,PDFaTexto
seria bueno si cambia la palabra dato por nuevo dato en reporte.txt,reemplazar
haceme el favor de buscar la carpeta proyectos,buscarCarpeta
haceme el favor de mostrar todos los archivos .txt en backup/,listarTipo
podes encontra el archivo informe.txt,buscarArchivo
haceme el favor de traslada plan.txt hacia backup/,mover
necesito trasladar reporte.docx a proyectos/,mover
podes abri informe.txt,leerArchivo
cuando puedas hace una copia de datos.csv en seguridad/,copiar
pasa informe.pdf a txt,PDFaTexto
eh crea diario.txt,crea
necesito quiero borrar basura.pdf,eliminARchivo
dale transformar reporte.txt a PDF,archivoAaPDF
podes pasa datos.csv a seguridad/,copiar
duplica reportes/ a archivos/,dupdic
che  hace  texto  de  reporte.pdf,PDFaTexto
haceme el favor de duplica proyectos/ a archvos/,dupdic
mobver la carpeta proyectos/ a backup/,movdic
porfa encontra documentos,buscarCarpeta
quiero extrae el texto de documento.pdf,leerPDF
dale clonar la carpeta imagenes/ en backup/,dupdic
por favor mostrame lo que dice informe.pdf,leerPDF
CAMBIA MUNDO POR CHAU DENTRO DE REPORTE.TXT,reemplazar
escribi informacion actualizada despues de dato en reporte.txt,modificaDondeDice
necesito inserta adios antes de hola en reporte.txt,modificaDondeDice
necesito cambia el nombre de plan.txt a reporte_final.docx,renombrar
che haceme escribir reporte.docx,crea
haceme el favor de mostrame lo que dice documento.pdf,leerPDF
che borra lo que diga total en reporte.txt,sacarLoQueDice
quiero trasladar la carpeta reportes/ a archivos/,movdic
dale mostrame lo que dice documento.pdf,leerPDF
dale localizar proyectos en todo el disco,buscarCarpeta
necesito haceme escribir diario.txt,crea
quiero saca todo lo que diga dato en notas.txt,sacarLoQueDice
dale localiza la carpeta documentos,buscarCarpeta
por favor converti informe.pdf en texto plano,PDFaTexto
seria bueno si escribi calculo despues de resumen en reporte.txt,modificaDondeDice
quiero localiza la carpeta proyectos,buscarCarpeta
por favor hace una copia de proyectos/ dentro de archivos/,dupdic
por favor saca todo lo que diga hola en plan.txt,sacarLoQueDice
duplica datos.csv dentro de seguridad/,copiar
quiero localiza la carpeta proyectos,buscarCarpeta
che move proyectos/ dentro de backup/,movdic
necesito pone calculo donde dice hola dentro de notas.txt,modificaDondeDice
porfa mostrame los .csv que haya en proyectos/,listarTipo
haceme el favor de cambiar texto.txt a PDF,archivoAaPDF
eh trasladar la carpeta proyectos/ a respaldo/,movdic
quiero sustitui resumen con nuevo resumen en notas.txt,reemplazar
eh abrir el archivo notas.txt,leerArchivo
dale cambia la palabra resumen por nuevo resumen en plan.txt,reemplazar
dale hace una copia de plan.txt en seguridad/,copiar
quiero  quiero  borrar  basura.pdf,eliminARchivo
quiero podes escribir un archivo reporte.docx,crea
dale encontrar documentos en todo el disco,buscarCarpeta
quiero saca todo lo que diga dato en reporte.txt,sacarLoQueDice
porfa encontra documentos,buscarCarpeta
porfa localizar reporte.docx en todo el disco,buscarArchivo
che borra log.txt que ya no sirve,eliminARchivo
dale transforma informe.txt en un pdf,archivoAaPDF
che verificar el archivo llamado plan.pdf,buscarArchivo
quiero renombra plan.txt a reporte_final.docx,renombrar
che cambia el nombre de datos.csv a reporte_final.docx,renombrar
che ver notas.txt,leerArchivo
porfa crea diario.txt,crea
por favor move notas.txt al directorio backup/,mover
traslada proyectos/ hacia respaldo/,movdic
por favor abrir el archivo reporte.txt,leerArchivo
por favor reemplaza resumen por chau en notas.txt,reemplazar
dale reubicar la carpeta proyectos/ a respaldo/,movdic
por favor localiza la carpeta imagenes,buscarCarpeta
porfa agrega calculo donde diga resumen en reporte.txt,modificaDondeDice
haceme el favor de escribi adios despues de total en plan.txt,modificaDondeDice
quiero ver el contenido de reporte.pdf,leerPDF
che move plan.txt al directorio proyectos/,mover
porfa listar todos los archivos .csv en backup/,listarTipo
porfa duplica datos.csv dentro de backup/,copiar
dale converti informe.pdf en texto plano,PDFaTexto
seria bueno si encontra el archivo reporte.docx,buscarArchivo
haceme el favor de trasladar la carpeta reportes/ a archivos/,movdic
haceme el favor de mostrame el contenido de informe.txt,leerArchivo
porfa borra lo que diga resumen en notas.txt,sacarLoQueDice
necesito crear un nuevo archivo nuevo.txt,crea
necesito converti documento.pdf en texto plano,PDFaTexto
che genera el archivo reporte.docx,crea
eh converti informe.txt en formato pdf,archivoAaPDF
haceme el favor de cambia dato por planeta dentro de notas.txt,reemplazar
haceme el favor de pasa plan.txt dentro de proyectos/,mover
dale duplica reportes/ a respaldo/,dupdic
hace texto de informe.pdf,PDFaTexto
haceme el favor de quita hola del archivo plan.txt,sacarLoQueDice
pasa plan.txt a docs/,copiar
porfa localizar la carpeta documentos,buscarCarpeta
necesito hace una copia de proyectos/ dentro de respaldo/,dupdic
dale  traslada  proyectos/  hacia  backup/,movdic
che  cambia  la  palabra  resumen  por  chau  en  notas.txt,reemplazar
haceme el favor de inserta calculo antes de total en plan.txt,modificaDondeDice
cuando puedas ver el contenido de reporte.pdf,leerPDF
podes transforma notas.txt en un pdf,archivoAaPDF
haceme el favor de deja reporte.docx con el nombre notas_nuevo.txt,renombrar
podes deja datos.csv con el nombre plan_2025.txt,renombrar
dale agrega adios donde diga dato en reporte.txt,modificaDondeDice
porfa hace un pfd con informe.txt,archivoAaPDF
seria bueno si saca todo lo que diga hola en reporte.txt,sacarLoQueDice
dale abri reporte.txt,leerArchivo
podes reubicar plan.txt a docs/,mover
por favor podes generar un archivo diario.txt,crea
cuando puedas genera el archivo diario.txt,crea
dale podes hacer un archivo nuevo.txt,crea
seria bueno si deja reporte.docx con el nombre dataset.csv,renombrar
porfa mostrame lo que dice documento.pdf,leerPDF
quiero localiza la carpeta documentos,buscarCarpeta
podes hacer un archibo nuevo.txt,crea
pasa texto.txt a pdff,archivoAaPDF
necesito crea reporte.docx,crea
por favor cambia el nombre de notas.txt a notas_nuevo.txt,renombrar
podes borra viejo.txt que ya no sirve,eliminARchivo
seria bueno si extrae el texto de informe.pdf,PDFaTexto
saca basura.pdf,eliminARchivo
che mostrame los .pfd que haya en proyectos/,listarTipo
seria bueno si pasar reporte.txt a PDF,archivoAaPDF
che clonar informe.docx a backup/,copiar
haceme el favor de abri informe.txt,leerArchivo
quita hola del archivo notas.txt,sacarLoQueDice
necesito localizar plan.pdf en todo el disco,buscarArchivo
podes abrir el archivo informe.txt,leerArchivo
podes hace una copia de reportes/ dentro de backup/,dupdic
che quita hola del archivo notas.txt,sacarLoQueDice
haceme el favor de reubicar reporte.docx a docs/,mover
porfa escribi calculo despues de dato en notas.txt,modificaDondeDice
duplica imagenes/ a backup/,dupdic
cuando puedas copiar la carpeta proyectos/ en backup/,dupdic
pasa reporte.pdf a txt,PDFaTexto
por favor duplica plan.txt dentro de docs/,copiar
cuando puedas reemplaza resumen por chau en reporte.txt,reemplazar
eh pasa plan.txt a backup/,copiar
cuando puedas mostrar el contenido de documento.pdff,leerPDF
QUIERO BORRAR REPORTE.DOCX,eliminARchivo
cuando puedas converti documento.pdf en texto plano,PDFaTexto
encontra imagenes,buscarCarpeta
eh lista los archivos .csv dentro de proyectos/,listarTipo
eh  necesito  escribir  un  nuevo  archivo  reporte.docx,crea
cuando puedas cambia el nombre de plan.txt a notas_nuevo.txt,renombrar
PORFA HACE UNA COPIA DE PROYECTOS/ DENTRO DE BACKUP/,dupdic
quiero haceme producir reporte.docx,crea
dale  copiar  la  carpeta  imagenes/  en  archivos/,dupdic
dale localiza la carpeta documentos,buscarCarpeta
seria bueno si sustitui hola con nuevo resumen en notas.txt,reemplazar
necesito traslada notas.txt hacia backup/,mover
haceme el favor de traslada reportes/ hacia archivos/,movdic
haceme el favor de encontrar la carpeta proyectos,buscarCarpeta
podes deja reporte.docx con el nombre notas_nuevo.txt,renombrar
dale quiero remover reporte.docx,eliminARchivo
eh pasa plan.txt a seguridad/,copiar
cambia el nombre de notas.txt a dataset.csv,renombrar
che hace una copia de proyectos/ dentro de respaldo/,dupdic
quiero quita resumen del archivo reporte.txt,sacarLoQueDice
porfa encontra imagenes,buscarCarpeta
necesito inserta nuevo resumen antes de dato en notas.txt,modificaDondeDice
cuando puedas traslada reportes/ hacia backup/,movdic
necesito quita total del archivo reporte.txt,sacarLoQueDice
haceme el favor de sacar el archivo viejo.txt,eliminARchivo
quiero saca todo lo que diga hola en plan.txt,sacarLoQueDice
cuando puedas inserta adios antes de total en notas.txt,modificaDondeDice
cuando puedas convertir texto.txt a PDF,archivoAaPDF
dale mostrame lo que dice documento.pdf,leerPDF
dale pasar informe.pdf a teto,PDFaTexto
haceme el favor de ver notas.txt,leerArchivo
seria bueno si saca viejo.txt,eliminARchivo
POR FAVOR SACA TODO LO QUE DIGA TOTAL EN NOTAS.TXT,sacarLoQueDice
por favor encontra el archivo reporte.docx,buscarArchivo
che elimina la palabra total de reporte.txt,sacarLoQueDice
porfa hace una copia de plan.txt en backup/,copiar
seria bueno si buscar proyectos en todo el disco,buscarCarpeta
necesito duplica reportes/ a backup/,dupdic
lista los archibos .pdf dentro de proyectos/,listarTipo
hace una copia de proyectos/ dentro de archibos/,dupdic
necesito buscar la carpeta documentos,buscarCarpeta
cuando puedas quita dato del archivo reporte.txt,sacarLoQueDice
por favor mostrame los .pdf que haya en docs/,listarTipo
che encontra el archvo plan.pdf,buscarArchivo
cuando puedas buscar informe.txt en todo el disco,buscarArchivo
podes traslada reporte.docx hacia docs/,mover
necesito cambia el nombre de plan.txt a dataset.csv,renombrar
quiero hace un pdf con informe.txt,archivoAaPDF
PORFA ENCONTRA EL ARCHIVO PLAN.PDF,buscarArchivo
haceme el favor de inserta informacion actualizada antes de total en reporte.txt,modificaDondeDice
por favor copiar la carpeta proyectos/ en archivos/,dupdic
seria  bueno  si  borra  basura.pdf  que  ya  no  sirve,eliminARchivo
quiero necesito hacer un nuevo archivo notas.txt,crea
che quita hola del archivo notas.txt,sacarLoQueDice
por favor saca todo lo que diga dato en notas.txt,sacarLoQueDice
dale reemplaza hola por planeta en plan.txt,reemplazar
escribi calculo despues de hola en notas.txt,modificaDondeDice
por favor extrae el texto de documento.pdf,PDFaTexto
cuando puedas pasar notas.txt a PDF,archivoAaPDF
quiero cambia el nombre de reporte.docx a notas_nuevo.txt,renombrar
por favor pasa informe.docx a seguridad/,copiar
cuando puedas copiar la carpeta reportes/ en backup/,dupdic
che mostrame lo que dice informe.pdf,leerPDF
quiero duplicar datos.csv a backup/,copiar
necesito quita resumen del archivo plan.txt,sacarLoQueDice
quiero mostrame los .txt que haya en proyectos/,listarTipo
haceme el favor de borra viejo.txt que ya no sirve,eliminARchivo
porfa deja plan.txt con el nombre dataset.csv,renombrar
necesito traslada reporte.docx hacia proyectos/,mover
podes  cambia  mundo  por  nuevo  dato  dentro  de  notas.txt,reemplazar
HACEME EL FAVOR DE CLONAR DATOS.CSV A BACKUP/,copiar
cuando puedas ver el contenido de reporte.pdf,leerPDF
eh  quiero  hacer  notas.txt,crea
por favor cambia mundo por nuevo dato dentro de reporte.txt,reemplazar
HACEME EL FAVOR DE LOCALIZA REPORTE.DOCX,buscarArchivo
seria  bueno  si  genera  el  archvo  reporte.docx,crea
dale borra reporte.docx que ya no sirve,eliminARchivo
cuando puedas cambia el nombre de notas.txt a plan_2025.txt,renombrar
seria bueno si mostrame el contenido de notas.txt,leerArchivo
dale mostrame los .txt que haya en proyectos/,listarTipo
eh quiero escribir diario.txt,crea
haceme el favor de quiero leer informe.txt,leerArchivo
quiero pasa reporte.pdf a txt,PDFaTexto
porfa escribi nuevo resumen despues de hola en notas.txt,modificaDondeDice
podes producir un archibo nuevo.txt,crea
seria bueno si podes hacer un archivo diario.txt,crea
escribi informacion actualizada despues de dato en notas.txt,modificaDondeDice
necesito transforma notas.txt en un pdf,archivoAaPDF
necesito genera el archivo notas.txt,crea
quiero leer notas.txt,leerArchivo
porfa pone informacion actualizada donde dice total dentro de plan.txt,modificaDondeDice
NECESITO CONVERTI TEXTO.TXT EN FORMATO PDF,archivoAaPDF
seria bueno si respaldar la carpeta proyectos/ en archvos/,dupdic
eh transformar reporte.pdf a texto,PDFaTexto
che mostrar el archivo notas.txt,leerArchivo
por favor reemplaza resumen por chau en plan.txt,reemplazar
DALE HACE UNA COPIA DE DATOS.CSV EN BACKUP/,copiar
che elimina la palabra total de plan.txt,sacarLoQueDice
seria bueno si borrar el archivo reporte.docx,eliminARchivo
eh reemplaza dato por nuevo resumen en notas.txt,reemplazar
cuando puedas quiero leer reporte.txt,leerArchivo
CHE BORRA LO QUE DIGA HOLA EN PLAN.TXT,sacarLoQueDice
podes abri reporte.txt,leerArchivo
eh encontrar reporte.docx en todo el disco,buscarArchivo
porfa hace una copia de proyectos/ dentro de archivos/,dupdic
por favor necesito crear un nuevo archivo diario.txt,crea
seria bueno si hace un pdf con reporte.txt,archivoAaPDF
cuando puedas mostrar todos los archivos .pdf en proyectos/,listarTipo
dale podes armar un archivo notas.txt,crea
quiero quitar el archivo basura.pdf,eliminARchivo
POR FAVOR MOVE NOTAS.TXT AL DIRECTORIO BACKUP/,mover
porfa hacer un archivo llamado notas.txt,crea
haceme el favor de inserta calculo antes de dato en reporte.txt,modificaDondeDice
necesito pone calculo donde dice total dentro de notas.txt,modificaDondeDice
quiero hace una copia de imagenes/ dentro de backup/,dupdic
che converti reporte.pdf en texto plano,PDFaTexto
porfa hace un pdf con notas.txt,archivoAaPDF
por favor deja reporte.docx con el nombre notas_nuevo.txt,renombrar
dale lista los archivos .txt dentro de docs/,listarTipo
eh renombrar reporte.docx por plan_2025.txt,renombrar
CHE HACE UN PDF CON NOTAS.TXT,archivoAaPDF
saca  basura.pdf,eliminARchivo
por favor encontrar plan.pdf en todo el disco,buscarArchivo
eh move imagenes/ dentro de archivos/,movdic
CUANDO PUEDAS CAMBIAR INFORME.TXT A PDF,archivoAaPDF
elimina la palabra resumen de notas.txt,sacarLoQueDice
EH VER TODOS LOS ARCHIVOS .CSV EN PROYECTOS/,listarTipo
seria bueno si mostrame lo que dice documento.pdf,leerPDF
haceme el favor de mostrar todos los archivos .txt en docs/,listarTipo
cuando puedas extrae el texto de documento.pdf,leerPDF
quiero ver reporte.txt,leerArchivo
necesito buscar el archivo llamado informe.txt,buscarArchivo
por favor ponele plan_2025.txt a plan.txt,renombrar
quiero pasa informe.pdf a txt,PDFaTexto
seria bueno si extraer documento.pdf a texto,PDFaTexto
dale mostrame el contenido de reporte.txt,leerArchivo
necesito borra log.txt que ya no sirve,eliminARchivo
podes sustitui hola con nuevo resumen en plan.txt,reemplazar
seria bueno si saca basura.pdf,eliminARchivo
traslada imagenes/ hacia archivos/,movdic
necesito move notas.txt al directorio backup/,mover
eh localiza la carpeta documentos,buscarCarpeta
cuando puedas mostrame lo que dice documento.pdf,leerPDF
seria bueno si duplicar plan.txt a docs/,copiar
haceme el favor de converti reporte.pdf en texto plano,PDFaTexto
dale hace una copia de datos.csv en backup/,copiar
che elimina la palabra total de reporte.txt,sacarLoQueDice
por favor transforma informe.txt en un pdf,archivoAaPDF
por favor copiar informe.docx a docs/,copiar
por favor pasa informe.txt a pdf,archivoAaPDF
EH QUITA HOLA DEL ARCHIVO REPORTE.TXT,sacarLoQueDice
por favor agrega calculo donde diga dato en notas.txt,modificaDondeDice
che deja datos.csv con el nombre dataset.csv,renombrar
eh move plan.txt al directorio proyectos/,mover
che remover log.txt,eliminARchivo
quiero renombra plan.txt a dataset.csv,renombrar
quiero eliminar basura.pdf,eliminARchivo
haceme el favor de duplica informe.docx dentro de seguridad/,copiar
quiero remover viejo.txt,eliminARchivo
necesito escribi informacion actualizada despues de dato en reporte.txt,modificaDondeDice
che quiero remover viejo.txt,eliminARchivo
eh ver el archivo notas.txt,leerArchivo
eh cambia hola por planeta dentro de plan.txt,reemplazar
eh quiero leer notas.txt,leerArchivo
che hace un pdf con notas.txt,archivoAaPDF
EH CAMBIA RESUMEN POR PLANETA DENTRO DE REPORTE.TXT,reemplazar
podes copiar la carpeta imagenes/ en respaldo/,dupdic
dale agrega nuevo resumen donde diga resumen en plan.txt,modificaDondeDice
podes localiza la carpeta documentos,buscarCarpeta
podes ponele notas_nuevo.txt a reporte.docx,renombrar
por favor lista los archivos .pdff dentro de docs/,listarTipo
necesito renombra reporte.docx a notas_nuevo.txt,renombrar
podes hace texto de reporte.pdf,PDFaTexto
por favor pasa notas.txt dentro de proyectos/,mover
haceme el favor de pasa reporte.docx dentro de proyectos/,mover
dale renombrar plan.txt por plan_2025.txt,renombrar
sustitui hola con nuevo dato en reporte.txt,reemplazar
PORFA BORRA LO QUE DIGA HOLA EN REPORTE.TXT,sacarLoQueDice
che quiero eliminar log.txt,eliminARchivo
che borra lo que diga dato en notas.txt,sacarLoQueDice
haceme el favor de leer el archivo reporte.txt,leerArchivo
por favor renombra reporte.docx a notas_nuevo.txt,renombrar
cuando puedas necesito producir un nuevo archivo diario.txt,crea
NECESITO LISTA LOS ARCHIVOS .CSV DENTRO DE PROYECTOS/,listarTipo
porfa escribir un archivo llamado notas.txt,crea
ELIMINAR LOG.TXT,eliminARchivo
QUIERO DUPLICA IMAGENES/ A ARCHIVOS/,dupdic
necesito  mostrame  los  .txt  que  haya  en  backup/,listarTipo
agrega calculo donde diga total en plan.txt,modificaDondeDice
por favor hace texto de reporte.pdf,PDFaTexto
podes pasar reporte.txt a PDF,archivoAaPDF
porfa inserta calculo antes de hola en notas.txt,modificaDondeDice
por favor hace un pdff con texto.txt,archivoAaPDF
POR FAVOR TRASLADA REPORTE.DOCX HACIA BACKUP/,mover
por favor reubicar reporte.docx a backup/,mover
cuando puedas encontra el archivo plan.pdf,buscarArchivo
renombra notas.txt a plan_2025.txt,renombrar
por favor quita hola del archivo plan.txt,sacarLoQueDice
porfa guardar reporte.txt a PDF,archivoAaPDF
dale agrega nuevo resumen donde diga resumen en plan.txt,modificaDondeDice
necesito cambia el nombre de reporte.docx a reporte_final.docx,renombrar
seria bueno si encontrar el archivo llamado reporte.docx,buscarArchivo
mostrar el archivo notas.txt,leerArchivo
che mostrame lo que dice informe.pdf,leerPDF
necesito reemplaza dato por planeta en notas.txt,reemplazar
seria bueno si traslada proyectos/ hacia archivos/,movdic
eh transformar reporte.pdf a texto,PDFaTexto
podes localiza la carpeta proyectos,buscarCarpeta
necesito deja datos.csv con el nombre plan_2025.txt,renombrar
seria bueno si quita hola del archvo plan.txt,sacarLoQueDice
eh quiero leer notas.txt,leerArchivo
eh move proyectos/ dentro de archivos/,movdic
porfa reemplaza dato por chau en plan.txt,reemplazar
POR FAVOR PONE NUEVO RESUMEN DONDE DICE RESUMEN DENTRO DE NOTAS.TXT,modificaDondeDice
quiero convertir documento.pdf a texto,PDFaTexto
podes encontra el archivo informe.txt,buscarArchivo
seria bueno si extrae el texto de reporte.pdf,leerPDF
haceme el favor de mostrame los .pdf que haya en backup/,listarTipo
eh duplica imagenes/ a backup/,dupdic
eh encontra el archivo reporte.docx,buscarArchivo
podes ponele dataset.csv a notas.txt,renombrar
haceme el favor de quita resumen del archibo reporte.txt,sacarLoQueDice
dale cambia la palabra hola por nuevo resumen en plan.txt,reemplazar
HACEME EL FAVOR DE TRASLADA PLAN.TXT HACIA DOCS/,mover
podes mostrame el contenido de notas.txt,leerArchivo
necesito crea diario.txt,crea
haceme el favor de encontrar reporte.docx en todo el disco,buscarArchivo
por favor extrae el texto de reporte.pdf,leerPDF
por favor deja plan.txt con el nombre reporte_final.docx,renombrar
cuando puedas pasa plan.txt dentro de proyectos/,mover
eh  localiza  reporte.docx,buscarArchivo
necesito consultar el archivo informe.txt,leerArchivo
quiero pasa informe.docx a backup/,copiar
cuando puedas encontrar el archivo llamado reporte.docx,buscarArchivo
localiza la carpeta documentos,buscarCarpeta
por favor pasa reporte.txt a pdf,archivoAaPDF
por favor duplica imagenes/ a backup/,dupdic
dale localizar proyectos en todo el disco,buscarCarpeta
borra lo que diga resumen en reporte.txt,sacarLoQueDice
podes  reemplaza  dato  por  nuevo  dato  en  plan.txt,reemplazar
porfa converti documento.pfd en texto plano,PDFaTexto
porfa mostrame el contenido de informe.txt,leerArchivo
por favor cambia hola por chau dentro de plan.txt,reemplazar
porfa agrega nuevo resumen donde diga dato en notas.txt,modificaDondeDice
eh listar todos los archivos .pdf en docs/,listarTipo
seria bueno si lista los archivos .txt dentro de proyectos/,listarTipo
che cambia el nombre de plan.txt a dataset.csv,renombrar
podes trasladar reporte.docx a proyectos/,mover
cuando puedas elimina la palabra dato de reporte.txt,sacarLoQueDice
che traslada reportes/ hacia respaldo/,movdic
HACEME EL FAVOR DE BORRA LO QUE DIGA RESUMEN EN PLAN.TXT,sacarLoQueDice
dale mostrame los .csv que haya en proyectos/,listarTipo
podes mostrame lo que dice reporte.pdf,leerPDF
porfa abri reporte.txt,leerArchivo
che move notas.txt al directorio proyectos/,mover
cuando  puedas  mober  reporte.docx  a  docs/,mover
quiero pasa informe.docx a docs/,copiar
eh extraer documento.pdf a texo,PDFaTexto
por favor quitar el archivo basura.pdf,eliminARchivo
seria bueno si hace una copia de informe.docx en docs/,copiar
seria bueno si pasa plan.txt dentro de proyectos/,mover
haceme el favor de ver informe.txt,leerArchivo
che buscar informe.txt en todo el disco,buscarArchivo
por favor mostrame los .txt que haya en docs/,listarTipo
DALE ABRI REPORTE.TXT,leerArchivo
quiero traslada notas.txt hacia proyectos/,mover
eh encontrar el archivo llamado plan.pdf,buscarArchivo
che trasladar notas.txt a backup/,mover
por favor move imagenes/ dentro de backup/,movdic
podes mostrame lo que dice informe.pdf,leerPDF
che quiero leer reporte.txt,leerArchivo
haceme el favor de leer reporte.txt,leerArchivo
che clonar informe.docx a seguridad/,copiar
cuando puedas mostrame los .txt que haya en proyectos/,listarTipo
por favor move imagenes/ dentro de backup/,movdic
porfa abri reporte.txt,leerArchivo
necesito pasa reporte.docx dentro de proyectos/,mover
che genera el archivo nuevo.txt,crea
podes duplica datos.csv dentro de backup/,copiar
podes  verificar  reporte.docx  en  todo  el  disco,buscarArchivo
eh extrae el texto de informe.pdf,leerPDF
eh converti reporte.pdff en texo plano,PDFaTexto
por favor pone adios donde dice resumen dentro de notas.txt,modificaDondeDice
seria bueno si elimina la palabra resumen de reporte.txt,sacarLoQueDice
necesito elimina la palabra hola de notas.txt,sacarLoQueDice
duplicar datos.csv a backup/,copiar
quiero encontrar el archivo llamado informe.txt,buscarArchivo
podes duplica imagenes/ a archivos/,dupdic
cuando puedas localiza plan.pdf,buscarArchivo
quiero pasa informe.pdf a txt,PDFaTexto
che ver el archivo notas.txt,leerArchivo
haceme el favor de borrar el archivo basura.pdf,eliminARchivo
quiero converti informe.pdf en texto plano,PDFaTexto
hace una copia de plan.txt en docs/,copiar
lista los archivos .csv dentro de backup/,listarTipo
quiero localiza informe.txt,buscarArchivo
eh encontrar informe.txt en todo el disco,buscarArchivo
por favor extrae el texto de reporte.pdf,leerPDF
dale hace una copia de proyectos/ dentro de respaldo/,dupdic
podes converti notas.txt en formato pdf,archivoAaPDF
podes  abri  informe.txt,leerArchivo
CHE MOSTRAME LOS .PDF QUE HAYA EN DOCS/,listarTipo
dale pasa plan.txt dentro de proyectos/,mover
che agrega calculo donde diga total en notas.txt,modificaDondeDice
mostrame los .txt que haya en docs/,listarTipo
elimina la palabra resumen de plan.txt,sacarLoQueDice
quiero localiza la carpeta imagenes,buscarCarpeta
haceme el favor de agrega nuevo resumen donde diga hola en plan.txt,modificaDondeDice
podes renombra notas.txt a notas_nuevo.txt,renombrar
eh reubicar reporte.docx a docs/,mover
quiero mostrar el archivo notas.txt,leerArchivo
porfa pone calculo donde dice hola dentro de notas.txt,modificaDondeDice
cuando puedas haceme escribir reporte.docx,crea
seria bueno si cambiar notas.txt a PDF,archivoAaPDF
por favor sustitui resumen con nuevo resumen en reporte.txt,reemplazar
seria bueno si duplica imagenes/ a archivos/,dupdic
por favor listar todos los archivos .pdf en docs/,listarTipo
podes duplica datos.csv dentro de seguridad/,copiar
eh saca log.txt,eliminARchivo
dale duplica plan.txt dentro de seguridad/,copiar
quiero extrae el texto de informe.pdf,leerPDF
seria bueno si verificar informe.txt en todo el disco,buscarArchivo
dale mostrar el contenido de documento.pdf,leerPDF
podes clonar la carpeta imagenes/ en archivos/,dupdic
CHE DEJA DATOS.CSV CON EL NOMBRE REPORTE_FINAL.DOCX,renombrar
por favor renombrar reporte.docx por notas_nuevo.txt,renombrar
necesito saca todo lo que diga hola en reporte.txt,sacarLoQueDice
haceme el favor de borra log.txt que ya no sirve,eliminARchivo
cuando puedas localizar la carpeta imagenes,buscarCarpeta
porfa hace texo de informe.pdf,PDFaTexto
dale crear un archivo llamado reporte.docx,crea
porfa hace una copia de reportes/ dentro de archivos/,dupdic
DALE INSERTA CALCULO ANTES DE RESUMEN EN PLAN.TXT,modificaDondeDice
eh inserta calculo antes de dato en notas.txt,modificaDondeDice
seria bueno si mostrame el contenido de notas.txt,leerArchivo
necesito localizar la carpeta imagenes,buscarCarpeta
seria bueno si localizar plan.pdf en todo el disco,buscarArchivo
eh leer informe.txt,leerArchivo
porfa hace una copia de reportes/ dentro de backup/,dupdic
hace un pdf con informe.txt,archivoAaPDF
quiero pone adios donde dice hola dentro de reporte.txt,modificaDondeDice
porfa localiza reporte.docx,buscarArchivo
haceme el favor de traslada imagenes/ hacia respaldo/,movdic
necesito pasa datos.csv a seguridad/,copiar
che podes escribir un archivo notas.txt,crea
